"Year","Game_Type","Week","Date_Time","Favorite","Fav_id","Fav_abv","Underdog","Dog_id","Dog_abv","Line","Total","Fav_Home","Dog_Home","DATE","TIME","DATETIME","Game_id"
2012,"reg","7","10/21 4:25 ET","Oakland",25,"OAK","Jacksonville",15,"JAX",-6,44.5,"Y","N",2012-10-21,"4:25 PM",2012-10-21 16:25:00,"20121021_15_25"
2012,"reg","7","10/21 4:25 ET","New England",21,"NE","NY Jets",24,"NYJ",-11,47.5,"Y","N",2012-10-21,"4:25 PM",2012-10-21 16:25:00,"20121021_21_24"
2012,"reg","7","10/21 1:00 ET","Minnesota",20,"MIN","Arizona",1,"ARI",-7,39,"Y","N",2012-10-21,"1:00 PM",2012-10-21 13:00:00,"20121021_1_20"
2012,"reg","7","10/21 1:00 ET","New Orleans",22,"NO","Tampa Bay",30,"TB",-1.5,49.5,"N","Y",2012-10-21,"1:00 PM",2012-10-21 13:00:00,"20121021_22_30"
2012,"reg","7","10/21 1:00 ET","NY Giants",23,"NYG","Washington",32,"WAS",-6,51.5,"Y","N",2012-10-21,"1:00 PM",2012-10-21 13:00:00,"20121021_23_32"
2012,"reg","7","10/21 1:00 ET","Dallas",9,"DAL","Carolina",5,"CAR",-2.5,45,"N","Y",2012-10-21,"1:00 PM",2012-10-21 13:00:00,"20121021_5_9"
2012,"reg","7","10/21 1:00 ET","Houston",13,"HOU","Baltimore",3,"BAL",-6.5,47.5,"Y","N",2012-10-21,"1:00 PM",2012-10-21 13:00:00,"20121021_3_13"
2012,"reg","7","10/21 1:00 ET","Green Bay",12,"GB","St. Louis",18,"LAR",-5,45.5,"N","Y",2012-10-21,"1:00 PM",2012-10-21 13:00:00,"20121021_12_18"
2012,"reg","7","10/21 1:00 ET","Indianapolis",14,"IND","Cleveland",8,"CLE",-1,46.5,"Y","N",2012-10-21,"1:00 PM",2012-10-21 13:00:00,"20121021_8_14"
2012,"reg","7","10/21 1:00 ET","Buffalo",4,"BUF","Tennessee",31,"TEN",-4.5,46.5,"Y","N",2012-10-21,"1:00 PM",2012-10-21 13:00:00,"20121021_4_31"
2012,"reg","7","10/18 8:25 ET","San Francisco",28,"SF","Seattle",29,"SEA",-8,37.5,"Y","N",2012-10-18,"8:25 PM",2012-10-18 20:25:00,"20121018_28_29"
2012,"reg","6","10/15 8:40 ET","San Diego",17,"LAC","Denver",10,"DEN",0,48,"Y","N",2012-10-15,"8:40 PM",2012-10-15 20:40:00,"20121015_10_17"
2012,"reg","6","10/14 8:30 ET","Houston",13,"HOU","Green Bay",12,"GB",-4,47,"Y","N",2012-10-14,"8:30 PM",2012-10-14 20:30:00,"20121014_12_13"
2012,"reg","6","10/14 4:25 ET","Minnesota",20,"MIN","Washington",32,"WAS",-2,44,"N","Y",2012-10-14,"4:25 PM",2012-10-14 16:25:00,"20121014_20_32"
2012,"reg","6","10/14 4:25 ET","San Francisco",28,"SF","NY Giants",23,"NYG",-7,47,"Y","N",2012-10-14,"4:25 PM",2012-10-14 16:25:00,"20121014_23_28"
2012,"reg","6","10/14 4:05 ET","New England",21,"NE","Seattle",29,"SEA",-4,42.5,"N","Y",2012-10-14,"4:05 PM",2012-10-14 16:05:00,"20121014_21_29"
2012,"reg","6","10/14 4:05 ET","Arizona",1,"ARI","Buffalo",4,"BUF",-5,44.5,"Y","N",2012-10-14,"4:05 PM",2012-10-14 16:05:00,"20121014_1_4"
2012,"reg","6","10/14 1:00 ET","Philadelphia",26,"PHI","Detroit",11,"DET",-3.5,47.5,"Y","N",2012-10-14,"1:00 PM",2012-10-14 13:00:00,"20121014_11_26"
2012,"reg","6","10/14 1:00 ET","Miami",19,"MIA","St. Louis",18,"LAR",-5.5,38.5,"Y","N",2012-10-14,"1:00 PM",2012-10-14 13:00:00,"20121014_18_19"
2012,"reg","6","10/14 1:00 ET","Cincinnati",7,"CIN","Cleveland",8,"CLE",-1.5,42,"N","Y",2012-10-14,"1:00 PM",2012-10-14 13:00:00,"20121014_7_8"
2012,"reg","6","10/14 1:00 ET","Baltimore",3,"BAL","Dallas",9,"DAL",-3,45.5,"Y","N",2012-10-14,"1:00 PM",2012-10-14 13:00:00,"20121014_3_9"
2012,"reg","6","10/14 1:00 ET","Tampa Bay",30,"TB","Kansas City",16,"KC",-5,39.5,"Y","N",2012-10-14,"1:00 PM",2012-10-14 13:00:00,"20121014_16_30"
2012,"reg","6","10/14 1:00 ET","Atlanta",2,"ATL","Oakland",25,"OAK",-10,49,"Y","N",2012-10-14,"1:00 PM",2012-10-14 13:00:00,"20121014_2_25"
2012,"reg","6","10/14 1:00 ET","NY Jets",24,"NYJ","Indianapolis",14,"IND",-3.5,44,"Y","N",2012-10-14,"1:00 PM",2012-10-14 13:00:00,"20121014_14_24"
2012,"reg","6","10/11 8:25 ET","Pittsburgh",27,"PIT","Tennessee",31,"TEN",-6,43,"N","Y",2012-10-11,"8:25 PM",2012-10-11 20:25:00,"20121011_27_31"
2012,"reg","5","10/8 8:35 ET","Houston",13,"HOU","NY Jets",24,"NYJ",-9.5,40.5,"N","Y",2012-10-08,"8:35 PM",2012-10-08 20:35:00,"20121008_13_24"
2012,"reg","5","10/7 8:30 ET","New Orleans",22,"NO","San Diego",17,"LAC",-3.5,53.5,"Y","N",2012-10-07,"8:30 PM",2012-10-07 20:30:00,"20121007_17_22"
2012,"reg","5","10/7 4:25 ET","San Francisco",28,"SF","Buffalo",4,"BUF",-10,45.5,"Y","N",2012-10-07,"4:25 PM",2012-10-07 16:25:00,"20121007_4_28"
2012,"reg","5","10/7 4:25 ET","New England",21,"NE","Denver",10,"DEN",-6,51,"Y","N",2012-10-07,"4:25 PM",2012-10-07 16:25:00,"20121007_10_21"
2012,"reg","5","10/7 4:25 ET","Minnesota",20,"MIN","Tennessee",31,"TEN",-6,44,"Y","N",2012-10-07,"4:25 PM",2012-10-07 16:25:00,"20121007_20_31"
2012,"reg","5","10/7 4:05 ET","Carolina",5,"CAR","Seattle",29,"SEA",-2,42.5,"Y","N",2012-10-07,"4:05 PM",2012-10-07 16:05:00,"20121007_5_29"
2012,"reg","5","10/7 4:05 ET","Chicago",6,"CHI","Jacksonville",15,"JAX",-6.5,39,"N","Y",2012-10-07,"4:05 PM",2012-10-07 16:05:00,"20121007_6_15"
2012,"reg","5","10/7 1:00 ET","Atlanta",2,"ATL","Washington",32,"WAS",-3,51,"N","Y",2012-10-07,"1:00 PM",2012-10-07 13:00:00,"20121007_2_32"
2012,"reg","5","10/7 1:00 ET","NY Giants",23,"NYG","Cleveland",8,"CLE",-8,43.5,"Y","N",2012-10-07,"1:00 PM",2012-10-07 13:00:00,"20121007_8_23"
2012,"reg","5","10/7 1:00 ET","Baltimore",3,"BAL","Kansas City",16,"KC",-6,46.5,"N","Y",2012-10-07,"1:00 PM",2012-10-07 13:00:00,"20121007_3_16"
2012,"reg","5","10/7 1:00 ET","Cincinnati",7,"CIN","Miami",19,"MIA",-3,45,"Y","N",2012-10-07,"1:00 PM",2012-10-07 13:00:00,"20121007_7_19"
2012,"reg","5","10/7 1:00 ET","Pittsburgh",27,"PIT","Philadelphia",26,"PHI",-4,44,"Y","N",2012-10-07,"1:00 PM",2012-10-07 13:00:00,"20121007_26_27"
2012,"reg","5","10/7 1:00 ET","Green Bay",12,"GB","Indianapolis",14,"IND",-6.5,49,"N","Y",2012-10-07,"1:00 PM",2012-10-07 13:00:00,"20121007_12_14"
2012,"reg","5","10/4 8:25 ET","Arizona",1,"ARI","St. Louis",18,"LAR",-1.5,38,"N","Y",2012-10-04,"8:25 PM",2012-10-04 20:25:00,"20121004_1_18"
2012,"reg","4","10/1 8:35 ET","Dallas",9,"DAL","Chicago",6,"CHI",-3,41,"Y","N",2012-10-01,"8:35 PM",2012-10-01 20:35:00,"20121001_6_9"
2012,"reg","4","9/30 8:30 ET","Philadelphia",26,"PHI","NY Giants",23,"NYG",-2,46.5,"Y","N",2012-09-30,"8:30 PM",2012-09-30 20:30:00,"20120930_23_26"
2012,"reg","4","9/30 4:25 ET","Green Bay",12,"GB","New Orleans",22,"NO",-7.5,54,"Y","N",2012-09-30,"4:25 PM",2012-09-30 16:25:00,"20120930_12_22"
2012,"reg","4","9/30 4:25 ET","Tampa Bay",30,"TB","Washington",32,"WAS",-2,44.5,"Y","N",2012-09-30,"4:25 PM",2012-09-30 16:25:00,"20120930_30_32"
2012,"reg","4","9/30 4:05 ET","Jacksonville",15,"JAX","Cincinnati",7,"CIN",-1.5,45.5,"Y","N",2012-09-30,"4:05 PM",2012-09-30 16:05:00,"20120930_7_15"
2012,"reg","4","9/30 4:05 ET","Arizona",1,"ARI","Miami",19,"MIA",-4.5,39.5,"Y","N",2012-09-30,"4:05 PM",2012-09-30 16:05:00,"20120930_1_19"
2012,"reg","4","9/30 4:05 ET","Denver",10,"DEN","Oakland",25,"OAK",-6.5,47,"Y","N",2012-09-30,"4:05 PM",2012-09-30 16:05:00,"20120930_10_25"
2012,"reg","4","9/30 1:00 ET","New England",21,"NE","Buffalo",4,"BUF",-4,48.5,"N","Y",2012-09-30,"1:00 PM",2012-09-30 13:00:00,"20120930_4_21"
2012,"reg","4","9/30 1:00 ET","Atlanta",2,"ATL","Carolina",5,"CAR",-7,48,"Y","N",2012-09-30,"1:00 PM",2012-09-30 13:00:00,"20120930_2_5"
2012,"reg","4","9/30 1:00 ET","Seattle",29,"SEA","St. Louis",18,"LAR",-2.5,39,"N","Y",2012-09-30,"1:00 PM",2012-09-30 13:00:00,"20120930_18_29"
2012,"reg","4","9/30 1:00 ET","San Francisco",28,"SF","NY Jets",24,"NYJ",-4,41,"N","Y",2012-09-30,"1:00 PM",2012-09-30 13:00:00,"20120930_24_28"
2012,"reg","4","9/30 1:00 ET","San Diego",17,"LAC","Kansas City",16,"KC",-2.5,43.5,"N","Y",2012-09-30,"1:00 PM",2012-09-30 13:00:00,"20120930_16_17"
2012,"reg","4","9/30 1:00 ET","Houston",13,"HOU","Tennessee",31,"TEN",-13,44.5,"Y","N",2012-09-30,"1:00 PM",2012-09-30 13:00:00,"20120930_13_31"
2012,"reg","4","9/30 1:00 ET","Detroit",11,"DET","Minnesota",20,"MIN",-3.5,48.5,"Y","N",2012-09-30,"1:00 PM",2012-09-30 13:00:00,"20120930_11_20"
2012,"reg","4","9/27 8:20 ET","Baltimore",3,"BAL","Cleveland",8,"CLE",-11.5,43.5,"Y","N",2012-09-27,"8:20 PM",2012-09-27 20:20:00,"20120927_3_8"
2012,"reg","3","9/24 8:35 ET","Green Bay",12,"GB","Seattle",29,"SEA",-3,45.5,"N","Y",2012-09-24,"8:35 PM",2012-09-24 20:35:00,"20120924_12_29"
2012,"reg","3","9/23 8:30 ET","Baltimore",3,"BAL","New England",21,"NE",-3,48.5,"Y","N",2012-09-23,"8:30 PM",2012-09-23 20:30:00,"20120923_3_21"
2012,"reg","3","9/23 4:25 ET","Houston",13,"HOU","Denver",10,"DEN",-1.5,43.5,"N","Y",2012-09-23,"4:25 PM",2012-09-23 16:25:00,"20120923_10_13"
2012,"reg","3","9/23 4:25 ET","Pittsburgh",27,"PIT","Oakland",25,"OAK",-3.5,45,"N","Y",2012-09-23,"4:25 PM",2012-09-23 16:25:00,"20120923_25_27"
2012,"reg","3","9/23 4:05 ET","Philadelphia",26,"PHI","Arizona",1,"ARI",-3,42,"N","Y",2012-09-23,"4:05 PM",2012-09-23 16:05:00,"20120923_1_26"
2012,"reg","3","9/23 4:05 ET","San Diego",17,"LAC","Atlanta",2,"ATL",-3,47,"Y","N",2012-09-23,"4:05 PM",2012-09-23 16:05:00,"20120923_2_17"
2012,"reg","3","9/23 1:00 ET","Dallas",9,"DAL","Tampa Bay",30,"TB",-7.5,45.5,"Y","N",2012-09-23,"1:00 PM",2012-09-23 13:00:00,"20120923_9_30"
2012,"reg","3","9/23 1:00 ET","Chicago",6,"CHI","St. Louis",18,"LAR",-7,42,"Y","N",2012-09-23,"1:00 PM",2012-09-23 13:00:00,"20120923_6_18"
2012,"reg","3","9/23 1:00 ET","Indianapolis",14,"IND","Jacksonville",15,"JAX",-3,43,"Y","N",2012-09-23,"1:00 PM",2012-09-23 13:00:00,"20120923_14_15"
2012,"reg","3","9/23 1:00 ET","Washington",32,"WAS","Cincinnati",7,"CIN",-3,49.5,"Y","N",2012-09-23,"1:00 PM",2012-09-23 13:00:00,"20120923_7_32"
2012,"reg","3","9/23 1:00 ET","Buffalo",4,"BUF","Cleveland",8,"CLE",-3,45,"N","Y",2012-09-23,"1:00 PM",2012-09-23 13:00:00,"20120923_4_8"
2012,"reg","3","9/23 1:00 ET","New Orleans",22,"NO","Kansas City",16,"KC",-8.5,51.5,"Y","N",2012-09-23,"1:00 PM",2012-09-23 13:00:00,"20120923_16_22"
2012,"reg","3","9/23 1:00 ET","NY Jets",24,"NYJ","Miami",19,"MIA",-2.5,40.5,"N","Y",2012-09-23,"1:00 PM",2012-09-23 13:00:00,"20120923_19_24"
2012,"reg","3","9/23 1:00 ET","Detroit",11,"DET","Tennessee",31,"TEN",-4,47,"N","Y",2012-09-23,"1:00 PM",2012-09-23 13:00:00,"20120923_11_31"
2012,"reg","3","9/23 1:00 ET","San Francisco",28,"SF","Minnesota",20,"MIN",-7,42.5,"N","Y",2012-09-23,"1:00 PM",2012-09-23 13:00:00,"20120923_20_28"
2012,"reg","3","9/20 8:20 ET","Carolina",5,"CAR","NY Giants",23,"NYG",-2.5,48.5,"Y","N",2012-09-20,"8:20 PM",2012-09-20 20:20:00,"20120920_5_23"
2012,"reg","2","9/17 8:35 ET","Atlanta",2,"ATL","Denver",10,"DEN",-3,50.5,"Y","N",2012-09-17,"8:35 PM",2012-09-17 20:35:00,"20120917_2_10"
2012,"reg","2","9/16 8:25 ET","San Francisco",28,"SF","Detroit",11,"DET",-7,46,"Y","N",2012-09-16,"8:25 PM",2012-09-16 20:25:00,"20120916_11_28"
2012,"reg","2","9/16 4:25 ET","Pittsburgh",27,"PIT","NY Jets",24,"NYJ",-4.5,43,"Y","N",2012-09-16,"4:25 PM",2012-09-16 16:25:00,"20120916_24_27"
2012,"reg","2","9/16 4:25 ET","San Diego",17,"LAC","Tennessee",31,"TEN",-6.5,43.5,"Y","N",2012-09-16,"4:25 PM",2012-09-16 16:25:00,"20120916_17_31"
2012,"reg","2","9/16 4:05 ET","Dallas",9,"DAL","Seattle",29,"SEA",-3,42.5,"N","Y",2012-09-16,"4:05 PM",2012-09-16 16:05:00,"20120916_9_29"
2012,"reg","2","9/16 4:05 ET","Washington",32,"WAS","St. Louis",18,"LAR",-3.5,42.5,"N","Y",2012-09-16,"4:05 PM",2012-09-16 16:05:00,"20120916_18_32"
2012,"reg","2","9/16 1:00 ET","New England",21,"NE","Arizona",1,"ARI",-13.5,47,"Y","N",2012-09-16,"1:00 PM",2012-09-16 13:00:00,"20120916_1_21"
2012,"reg","2","9/16 1:00 ET","NY Giants",23,"NYG","Tampa Bay",30,"TB",-7.5,43.5,"Y","N",2012-09-16,"1:00 PM",2012-09-16 13:00:00,"20120916_23_30"
2012,"reg","2","9/16 1:00 ET","New Orleans",22,"NO","Carolina",5,"CAR",-3,53.5,"N","Y",2012-09-16,"1:00 PM",2012-09-16 13:00:00,"20120916_5_22"
2012,"reg","2","9/16 1:00 ET","Philadelphia",26,"PHI","Baltimore",3,"BAL",-3,47,"Y","N",2012-09-16,"1:00 PM",2012-09-16 13:00:00,"20120916_3_26"
2012,"reg","2","9/16 1:00 ET","Houston",13,"HOU","Jacksonville",15,"JAX",-6.5,40,"N","Y",2012-09-16,"1:00 PM",2012-09-16 13:00:00,"20120916_13_15"
2012,"reg","2","9/16 1:00 ET","Cincinnati",7,"CIN","Cleveland",8,"CLE",-7,39.5,"Y","N",2012-09-16,"1:00 PM",2012-09-16 13:00:00,"20120916_7_8"
2012,"reg","2","9/16 1:00 ET","Buffalo",4,"BUF","Kansas City",16,"KC",-3,45,"Y","N",2012-09-16,"1:00 PM",2012-09-16 13:00:00,"20120916_4_16"
2012,"reg","2","9/16 1:00 ET","Oakland",25,"OAK","Miami",19,"MIA",-1.5,41,"N","Y",2012-09-16,"1:00 PM",2012-09-16 13:00:00,"20120916_19_25"
2012,"reg","2","9/16 1:00 ET","Minnesota",20,"MIN","Indianapolis",14,"IND",-3,45.5,"N","Y",2012-09-16,"1:00 PM",2012-09-16 13:00:00,"20120916_14_20"
2012,"reg","2","9/13 8:20 ET","Green Bay",12,"GB","Chicago",6,"CHI",-5,50.5,"Y","N",2012-09-13,"8:20 PM",2012-09-13 20:20:00,"20120913_6_12"
2012,"reg","1","9/10 10:15 ET","Oakland",25,"OAK","San Diego",17,"LAC",-1,47.5,"Y","N",2012-09-10,"10:15 PM",2012-09-10 22:15:00,"20120910_17_25"
2012,"reg","1","9/10 7:00 ET","Baltimore",3,"BAL","Cincinnati",7,"CIN",-7,43,"Y","N",2012-09-10,"7:00 PM",2012-09-10 19:00:00,"20120910_3_7"
2012,"reg","1","9/9 8:25 ET","Denver",10,"DEN","Pittsburgh",27,"PIT",-2.5,45.5,"Y","N",2012-09-09,"8:25 PM",2012-09-09 20:25:00,"20120909_10_27"
2012,"reg","1","9/9 4:25 ET","Seattle",29,"SEA","Arizona",1,"ARI",-3,41,"N","Y",2012-09-09,"4:25 PM",2012-09-09 16:25:00,"20120909_1_29"
2012,"reg","1","9/9 4:25 ET","Carolina",5,"CAR","Tampa Bay",30,"TB",-3,45.5,"N","Y",2012-09-09,"4:25 PM",2012-09-09 16:25:00,"20120909_5_30"
2012,"reg","1","9/9 4:25 ET","Green Bay",12,"GB","San Francisco",28,"SF",-5,46.5,"Y","N",2012-09-09,"4:25 PM",2012-09-09 16:25:00,"20120909_12_28"
2012,"reg","1","9/9 1:00 ET","NY Jets",24,"NYJ","Buffalo",4,"BUF",-3,39,"Y","N",2012-09-09,"1:00 PM",2012-09-09 13:00:00,"20120909_4_24"
2012,"reg","1","9/9 1:00 ET","New Orleans",22,"NO","Washington",32,"WAS",-8.5,50,"Y","N",2012-09-09,"1:00 PM",2012-09-09 13:00:00,"20120909_22_32"
2012,"reg","1","9/9 1:00 ET","Detroit",11,"DET","St. Louis",18,"LAR",-8.5,46.5,"Y","N",2012-09-09,"1:00 PM",2012-09-09 13:00:00,"20120909_11_18"
2012,"reg","1","9/9 1:00 ET","Minnesota",20,"MIN","Jacksonville",15,"JAX",-3.5,38,"Y","N",2012-09-09,"1:00 PM",2012-09-09 13:00:00,"20120909_15_20"
2012,"reg","1","9/9 1:00 ET","Philadelphia",26,"PHI","Cleveland",8,"CLE",-9,42.5,"N","Y",2012-09-09,"1:00 PM",2012-09-09 13:00:00,"20120909_8_26"
2012,"reg","1","9/9 1:00 ET","Atlanta",2,"ATL","Kansas City",16,"KC",-2.5,43,"N","Y",2012-09-09,"1:00 PM",2012-09-09 13:00:00,"20120909_2_16"
2012,"reg","1","9/9 1:00 ET","Houston",13,"HOU","Miami",19,"MIA",-13,41.5,"Y","N",2012-09-09,"1:00 PM",2012-09-09 13:00:00,"20120909_13_19"
2012,"reg","1","9/9 1:00 ET","New England",21,"NE","Tennessee",31,"TEN",-5.5,48,"N","Y",2012-09-09,"1:00 PM",2012-09-09 13:00:00,"20120909_21_31"
2012,"reg","1","9/9 1:00 ET","Chicago",6,"CHI","Indianapolis",14,"IND",-10,42.5,"Y","N",2012-09-09,"1:00 PM",2012-09-09 13:00:00,"20120909_6_14"
2012,"reg","1","9/5 8:30 ET","NY Giants",23,"NYG","Dallas",9,"DAL",-3.5,45.5,"Y","N",2012-09-05,"8:30 PM",2012-09-05 20:30:00,"20120905_9_23"
2012,"post","SB","2/5 6:30 ET","New England",21,"NE","NY Giants",23,"NYG",-3,53,"N","N",2012-02-05,"6:30 PM",2012-02-05 18:30:00,"20120205_21_23"
2012,"post","Conf","1/22 6:30 ET","San Francisco",28,"SF","NY Giants",23,"NYG",-2,41,"Y","N",2012-01-22,"6:30 PM",2012-01-22 18:30:00,"20120122_23_28"
2012,"post","Conf","1/22 3:00 ET","New England",21,"NE","Baltimore",3,"BAL",-7,49.5,"Y","N",2012-01-22,"3:00 PM",2012-01-22 15:00:00,"20120122_3_21"
2012,"post","Div","1/15 4:30 ET","Green Bay",12,"GB","NY Giants",23,"NYG",-8.5,54.5,"Y","N",2012-01-15,"4:30 PM",2012-01-15 16:30:00,"20120115_12_23"
2012,"post","Div","1/15 1:00 ET","Baltimore",3,"BAL","Houston",13,"HOU",-8,37.5,"Y","N",2012-01-15,"1:00 PM",2012-01-15 13:00:00,"20120115_3_13"
2012,"post","Div","1/14 8:00 ET","New England",21,"NE","Denver",10,"DEN",-14,51,"Y","N",2012-01-14,"8:00 PM",2012-01-14 20:00:00,"20120114_10_21"
2012,"post","Div","1/14 4:30 ET","New Orleans",22,"NO","San Francisco",28,"SF",-3.5,46.5,"N","Y",2012-01-14,"4:30 PM",2012-01-14 16:30:00,"20120114_22_28"
2012,"post","WC","1/8 4:30 ET","Pittsburgh",27,"PIT","Denver",10,"DEN",-7.5,34,"N","Y",2012-01-08,"4:30 PM",2012-01-08 16:30:00,"20120108_10_27"
2012,"post","WC","1/8 1:00 ET","NY Giants",23,"NYG","Atlanta",2,"ATL",-3,47.5,"Y","N",2012-01-08,"1:00 PM",2012-01-08 13:00:00,"20120108_2_23"
2012,"post","WC","1/7 8:00 ET","New Orleans",22,"NO","Detroit",11,"DET",-10.5,59.5,"Y","N",2012-01-07,"8:00 PM",2012-01-07 20:00:00,"20120107_11_22"
2012,"post","WC","1/7 4:30 ET","Houston",13,"HOU","Cincinnati",7,"CIN",-4,38,"Y","N",2012-01-07,"4:30 PM",2012-01-07 16:30:00,"20120107_7_13"
2012,"reg","17","1/1 8:30 ET","NY Giants",23,"NYG","Dallas",9,"DAL",-3,48,"Y","N",2012-01-01,"8:30 PM",2012-01-01 20:30:00,"20120101_9_23"
2012,"reg","17","1/1 4:15 ET","Atlanta",2,"ATL","Tampa Bay",30,"TB",-10,45.5,"Y","N",2012-01-01,"4:15 PM",2012-01-01 16:15:00,"20120101_2_30"
2012,"reg","17","1/1 4:15 ET","Arizona",1,"ARI","Seattle",29,"SEA",-2.5,40.5,"Y","N",2012-01-01,"4:15 PM",2012-01-01 16:15:00,"20120101_1_29"
2012,"reg","17","1/1 4:15 ET","Oakland",25,"OAK","San Diego",17,"LAC",-2.5,50,"Y","N",2012-01-01,"4:15 PM",2012-01-01 16:15:00,"20120101_17_25"
2012,"reg","17","1/1 4:15 ET","Baltimore",3,"BAL","Cincinnati",7,"CIN",-3,37.5,"N","Y",2012-01-01,"4:15 PM",2012-01-01 16:15:00,"20120101_3_7"
2012,"reg","17","1/1 4:15 ET","Pittsburgh",27,"PIT","Cleveland",8,"CLE",-7,33,"N","Y",2012-01-01,"4:15 PM",2012-01-01 16:15:00,"20120101_8_27"
2012,"reg","17","1/1 4:15 ET","Denver",10,"DEN","Kansas City",16,"KC",-2.5,37.5,"Y","N",2012-01-01,"4:15 PM",2012-01-01 16:15:00,"20120101_10_16"
2012,"reg","17","1/1 1:00 ET","Detroit",11,"DET","Green Bay",12,"GB",-6.5,41.5,"N","Y",2012-01-01,"1:00 PM",2012-01-01 13:00:00,"20120101_11_12"
2012,"reg","17","1/1 1:00 ET","New England",21,"NE","Buffalo",4,"BUF",-10.5,50,"Y","N",2012-01-01,"1:00 PM",2012-01-01 13:00:00,"20120101_4_21"
2012,"reg","17","1/1 1:00 ET","Philadelphia",26,"PHI","Washington",32,"WAS",-7.5,44.5,"Y","N",2012-01-01,"1:00 PM",2012-01-01 13:00:00,"20120101_26_32"
2012,"reg","17","1/1 1:00 ET","New Orleans",22,"NO","Carolina",5,"CAR",-7,55,"Y","N",2012-01-01,"1:00 PM",2012-01-01 13:00:00,"20120101_5_22"
2012,"reg","17","1/1 1:00 ET","Minnesota",20,"MIN","Chicago",6,"CHI",-2.5,42,"Y","N",2012-01-01,"1:00 PM",2012-01-01 13:00:00,"20120101_6_20"
2012,"reg","17","1/1 1:00 ET","San Francisco",28,"SF","St. Louis",18,"LAR",-12.5,34.5,"N","Y",2012-01-01,"1:00 PM",2012-01-01 13:00:00,"20120101_18_28"
2012,"reg","17","1/1 1:00 ET","Tennessee",31,"TEN","Houston",13,"HOU",-2.5,38.5,"N","Y",2012-01-01,"1:00 PM",2012-01-01 13:00:00,"20120101_13_31"
2012,"reg","17","1/1 1:00 ET","Miami",19,"MIA","NY Jets",24,"NYJ",-2,39,"Y","N",2012-01-01,"1:00 PM",2012-01-01 13:00:00,"20120101_19_24"
2012,"reg","17","1/1 1:00 ET","Jacksonville",15,"JAX","Indianapolis",14,"IND",-3,36.5,"Y","N",2012-01-01,"1:00 PM",2012-01-01 13:00:00,"20120101_14_15"
2011,"reg","16","12/26 8:35 ET","New Orleans",22,"NO","Atlanta",2,"ATL",-7,53,"Y","N",2011-12-26,"8:35 PM",2011-12-26 20:35:00,"20111226_2_22"
2011,"reg","16","12/25 8:30 ET","Green Bay",12,"GB","Chicago",6,"CHI",-13.5,41,"Y","N",2011-12-25,"8:30 PM",2011-12-25 20:30:00,"20111225_6_12"
2011,"reg","16","12/24 4:15 ET","San Francisco",28,"SF","Seattle",29,"SEA",-2.5,37,"N","Y",2011-12-24,"4:15 PM",2011-12-24 16:15:00,"20111224_28_29"
2011,"reg","16","12/24 4:15 ET","Philadelphia",26,"PHI","Dallas",9,"DAL",-2.5,49.5,"N","Y",2011-12-24,"4:15 PM",2011-12-24 16:15:00,"20111224_9_26"
2011,"reg","16","12/24 4:05 ET","Detroit",11,"DET","San Diego",17,"LAC",0,52.5,"Y","N",2011-12-24,"4:05 PM",2011-12-24 16:05:00,"20111224_11_17"
2011,"reg","16","12/24 1:00 ET","Cincinnati",7,"CIN","Arizona",1,"ARI",-4,41.5,"Y","N",2011-12-24,"1:00 PM",2011-12-24 13:00:00,"20111224_1_7"
2011,"reg","16","12/24 1:00 ET","Carolina",5,"CAR","Tampa Bay",30,"TB",-8,48.5,"Y","N",2011-12-24,"1:00 PM",2011-12-24 13:00:00,"20111224_5_30"
2011,"reg","16","12/24 1:00 ET","Denver",10,"DEN","Buffalo",4,"BUF",-3,43.5,"N","Y",2011-12-24,"1:00 PM",2011-12-24 13:00:00,"20111224_4_10"
2011,"reg","16","12/24 1:00 ET","Pittsburgh",27,"PIT","St. Louis",18,"LAR",-10,33.5,"Y","N",2011-12-24,"1:00 PM",2011-12-24 13:00:00,"20111224_18_27"
2011,"reg","16","12/24 1:00 ET","Tennessee",31,"TEN","Jacksonville",15,"JAX",-8,38.5,"Y","N",2011-12-24,"1:00 PM",2011-12-24 13:00:00,"20111224_15_31"
2011,"reg","16","12/24 1:00 ET","Baltimore",3,"BAL","Cleveland",8,"CLE",-11,38.5,"Y","N",2011-12-24,"1:00 PM",2011-12-24 13:00:00,"20111224_3_8"
2011,"reg","16","12/24 1:00 ET","New England",21,"NE","Miami",19,"MIA",-7,49,"Y","N",2011-12-24,"1:00 PM",2011-12-24 13:00:00,"20111224_19_21"
2011,"reg","16","12/24 1:00 ET","Kansas City",16,"KC","Oakland",25,"OAK",-3,43,"Y","N",2011-12-24,"1:00 PM",2011-12-24 13:00:00,"20111224_16_25"
2011,"reg","16","12/24 1:00 ET","Washington",32,"WAS","Minnesota",20,"MIN",-6,43,"Y","N",2011-12-24,"1:00 PM",2011-12-24 13:00:00,"20111224_20_32"
2011,"reg","16","12/24 1:00 ET","NY Jets",24,"NYJ","NY Giants",23,"NYG",-2.5,46,"Y","N",2011-12-24,"1:00 PM",2011-12-24 13:00:00,"20111224_23_24"
2011,"reg","16","12/22 8:25 ET","Houston",13,"HOU","Indianapolis",14,"IND",-7,40.5,"N","Y",2011-12-22,"8:25 PM",2011-12-22 20:25:00,"20111222_13_14"
